field_id,top_left_x,top_left_y,down_right_x,down_right_y
5026,83.32281846774676,19.447005079804057,83.32281846774676,19.447188119430933
442,82.21784204766361,27.386915359720685,82.21743359384477,27.387553419310112
7161,87.37465140668084,25.560260587713554,87.37455157338204,25.56062280159917
7162,87.37445174008323,25.56062280159917,87.37445174008323,25.560803908541974
7249,87.37395257358921,25.55691010927163,87.3736530736928,25.55745343010005
440,82.09330629144172,27.572125209153253,82.09289752540141,27.572853733848262
441,82.09279533389133,27.571852012392622,82.09269314238125,27.572125209153253
539,82.09739395184482,27.566934470701288,82.09729176033474,27.56720766746192
727,82.10403639999986,27.570121766241968,82.10403639999986,27.570121766241968
728,82.10413859150994,27.569939635068213,82.1038320169797,27.57030389741572
730,82.1051605066107,27.566479142766905,82.10505831510064,27.56657020835378
879,82.09299971691148,27.572034143566373,82.09259095087117,27.572762668261387
880,82.09279533389133,27.57221627474013,82.09269314238125,27.572489471500756
1178,82.0924887593611,27.571032422110733,82.09238656785102,27.57112348769761
1179,82.09187561030063,27.570668159763226,82.09187561030063,27.57085029093698
1180,82.09126246124016,27.569939635068213,82.09105807822002,27.57030389741572
1181,82.09524793013318,27.57431078323829,82.09514573862312,27.57449291441204
1300,82.09514573862312,27.570941356523857,82.09514573862312,27.57112348769761
1301,82.09473697258281,27.570668159763226,82.09473697258281,27.570941356523857
1940,81.42580965747752,28.16491111016198,81.42560519609005,28.165092286593293
1942,81.42734311788357,28.165001698377637,81.42724088718983,28.165454639455923
5531,76.80352022864855,24.556533963589164,76.80352022864855,24.557082693811832
5533,76.79912045050915,24.55689978373761,76.79912045050915,24.557082693811832
6185,76.79524982002332,24.57735688753012,76.79524982002332,24.578271447554087
6245,76.8185194723056,24.54949192573158,76.81831948239018,24.549674835805803
6246,76.81151982526565,24.555162138032493,76.81141983030793,24.555345048106716
6248,76.81231978492735,24.555162138032493,76.81231978492735,24.555436503143827
6249,76.81231978492735,24.556076688403607,76.81211979501192,24.55635105351494
1892,81.44507305959698,27.725475951994365,81.44507305959698,27.725566558878487
3778,83.90473071371767,19.637418640008068,83.90473071371767,19.637510438841502
3779,83.90473071371767,19.637602237674933,83.90473071371767,19.637694036508368
4630,83.51809402225649,19.392127641631873,83.51799748344561,19.392219247593438
4631,83.51809402225649,19.391852823747175,83.51809402225649,19.39203603567031
4632,83.517707867013,19.392219247593438,83.51732171176951,19.39267727740127
6213,76.50445213149602,25.159505952533305,76.5043518223803,25.15987111332663
6214,76.50555553176896,25.159140791739983,76.50505398619035,25.161240466301592
6215,76.50675924115762,25.158775630946657,76.50655862292618,25.16078401530994
6216,76.50695985938906,25.157406277971692,76.50675924115762,25.158684340748326
7209,87.38368937979297,25.548125500586625,87.38358954719753,25.548306641676056
3278,81.3827762905728,27.584770149616077,81.38226820294884,27.58531345483902
3607,81.38755231423825,27.58531345483902,81.38714584413906,27.585856760061965
118,82.46058309754615,27.50886546007692,82.46007108216915,27.51014387166462
1107,82.46068550062154,27.50439101951996,82.46068550062154,27.504573649746778
1493,82.45331247919279,27.502290771911593,82.45310767304198,27.502747347478632
1615,82.45863743911356,27.50137762077752,82.45853503603816,27.50174288123115
1616,82.45361968841898,27.499642633622784,82.45361968841898,27.499916578963003
6834,87.44958356421537,25.45659960598751,87.44958356421537,25.456690210463222
6835,87.44998273302461,25.45687141941464,87.4498829408223,25.457143232841766
1730,81.54467768003656,27.540206390474587,81.54467768003656,27.540387752170584
1732,81.54223682426453,27.536782993797203,81.54193172788665,27.537054980587982
2664,81.54244022184979,27.537054980587982,81.54183002909403,27.537326967378757
2667,81.54142323392352,27.537870940960314,81.54111813754564,27.53823359001468
2668,81.54071134237513,27.5392308749142,81.54040624599726,27.539774848495753
3211,81.54142323392352,27.539593523968566,81.54132153513089,27.539774848495753
3212,81.54162663150878,27.538052265487497,81.54152493271614,27.538414914541868
3213,81.54437249890968,27.53814292775109,81.54406740253181,27.53886822585983
3214,81.53766037859634,27.538324252278276,81.53766037859634,27.53850557680546
2211,81.5943493566331,27.15356249283312,81.59404517023869,27.154378769403806
2212,81.57966498124578,27.174678589361072,81.57925931400408,27.17531347193714
3002,81.58138906702301,27.19145762887148,81.58108481659174,27.192001813936685
206,82.0911673495759,27.48625307349489,82.0909631444104,27.486708391851806
207,82.09086104182764,27.489713493007457,82.09075893924488,27.489986684021606
322,82.09474093997235,27.48707264653734,82.09474093997235,27.487163710208723
422,82.0975998122895,27.487710092237023,82.09719140195848,27.488438601608088
960,82.08943160566906,27.480607125869128,82.0893295030863,27.480880316883276
961,82.08922740050355,27.482246271954025,82.08912529792079,27.482519462968174
962,82.0902484263311,27.481882017268493,82.0902484263311,27.482064144611257
963,82.09239258056897,27.478694788770078,82.09229047798621,27.478967979784226
964,82.09290309348275,27.477784152056245,82.09269888831723,27.47796627939901
965,82.1141121225373,27.459503134964848,82.1141121225373,27.459503134964848
32,82.43255628948727,27.17900157398761,82.43245421880212,27.179184148668153
56,82.433066642913,27.165764909648246,82.43296457222786,27.166130059009333
132,82.44715239746341,27.17452849431431,82.44643790266737,27.176171666439195
538,82.42162131368514,27.19781637550867,82.4215192208358,27.198272815764497
788,82.4215192208358,27.197725087457503,82.4215192208358,27.19781637550867
1343,82.42398235193485,27.166951645071777,82.42398235193485,27.167134219752317
1653,82.4456213371862,27.172520172828335,82.44541719581589,27.172885322189423
1655,82.42243805647978,27.19453000566671,82.42243805647978,27.19471258176904
6473,87.244878594003,25.487106676813706,87.24467923147773,25.487468549703856
6474,87.24477891274036,25.486654335701022,87.2445795502151,25.48701620859117
245,82.64227466233879,27.455252773508473,82.64206967249817,27.45598427313186
246,82.64135220805599,27.444371716610576,82.64124971313568,27.444828903875194
247,82.6326401398295,27.455252773508473,82.63253764490919,27.455709960773092
248,82.63776488584509,27.460464708325112,82.63755989600446,27.461561957760196
1047,82.6449395302669,27.44373165444011,82.64463204550596,27.44464602896935
1048,82.6352025128373,27.44391452934596,82.63489502807636,27.44574327840443
1117,82.65785389022615,27.44711484019828,82.65785389022615,27.447297715104128
1118,82.65283163913088,27.444280279157653,82.65272914421057,27.44455459151642
1255,82.63305011951076,27.440439906134866,82.63284512967013,27.44162859302287
1513,82.64985928644185,27.454795586243854,82.64975679152154,27.45543564841432
1539,82.65201167976839,27.440348468681943,82.65201167976839,27.440714218493635
4262,82.99359115262786,19.374297074214958,82.99359115262786,19.374479790310424
4263,82.9933986172433,19.37438843226269,82.9933986172433,19.37457114835816
4962,82.9937836880124,19.37457114835816,82.9937836880124,19.374753864453627
4009,83.90283521920205,19.565010271815257,83.90264155173628,19.565193837526913
4010,83.90273838546916,19.564826706103602,83.90264155173628,19.565010271815257
4012,83.90293205293493,19.565102054671087,83.90293205293493,19.565193837526913
4013,83.90244788427053,19.564551357536118,83.90244788427053,19.564643140391947
4014,83.90225421680476,19.564643140391947,83.90225421680476,19.564734923247773
2080,81.41102717000884,27.463348347585487,81.41082410881756,27.46352948674682
2082,81.40645829320528,27.4651597391988,81.40635676260965,27.465431447940798
2083,81.40838737452233,27.46262379094016,81.40818431333106,27.46289549968216
2160,81.41244859834772,27.461536955972175,81.41224553715645,27.461718095133506
2161,81.41011339464812,27.4622615126175,81.41001186405249,27.46244265177883
2162,81.40666135439655,27.46325777800482,81.40666135439655,27.46352948674682
3154,81.40412308950567,27.454019680776923,81.40371696712313,27.454472528680252
3155,81.39843737615013,27.456917907358225,81.39813278436323,27.457370755261554
3156,81.39853890674577,27.459634994778195,81.39843737615013,27.459997273100857
3157,81.40412308950567,27.454110250357587,81.4039200283144,27.454744237422247
3229,81.47534168970328,27.495279379929165,81.47513841810996,27.495641880685035
1870,81.63980698407211,27.433660599841552,81.63960359555885,27.43384207084629
1871,81.63950190130222,27.43375133534392,81.63929851278897,27.434023541851026
1872,81.64326458879749,27.431482947784705,81.64306120028424,27.43184588979418
3341,81.63909512427571,27.43375133534392,81.63899343001908,27.433932806348658
3342,81.63360363441774,27.431664418789442,81.63350194016111,27.43184588979418
3343,81.63899343001908,27.4343864838605,81.63899343001908,27.434567954865237
3344,81.63279008036471,27.431029270272862,81.63258669185146,27.431301476779968
5467,76.62297601173944,25.128288765531693,76.62267499801331,25.128654174213562
178,82.30926539847258,27.14234567710711,82.30916346906508,27.142436875175218
216,82.30977504551002,27.141707290630343,82.30946925728756,27.14207208290278
324,82.29438370497913,27.14234567710711,82.29438370497913,27.142436875175218
325,82.29387405794168,27.139700933131934,82.29377212853419,27.139974527336264
432,82.29189718392799,27.14566235890471,82.29179523252677,27.145935954971073
859,82.29244704623683,27.139427338927607,82.29224318742185,27.139792131200043
860,82.29214125801437,27.139883329268155,82.29203932860688,27.14015692347248
861,82.29448563438662,27.14207208290278,82.29438370497913,27.142254479039
1508,82.30936732788007,27.142163280970887,82.30926539847258,27.142254479039
6828,87.53066484530804,25.466777800600134,87.53066484530804,25.467049766398123
6829,87.53076471263245,25.460975863576373,87.53076471263245,25.46124782937436
6830,87.53126404925449,25.467775008526093,87.53126404925449,25.467956319058086
6831,87.5313639165789,25.466505834802145,87.5313639165789,25.466687145334138
6832,87.53196312052536,25.46124782937436,87.53196312052536,25.461338484640358
6833,87.53116418193008,25.467049766398123,87.53116418193008,25.467412387462108
6630,87.71136432177047,25.420613105880037,87.71136432177047,25.4207038785474
2130,81.89807734815513,27.476180691320128,81.89787346526775,27.47645344746516
2131,81.89848511392987,27.47572609774507,81.8981792895988,27.476089772605114
2228,81.89583463639404,27.47345312986978,81.89583463639404,27.47354404858479
2229,81.89583463639404,27.473634967299805,81.89573269495035,27.47381680472983
4586,83.76374870108003,19.160426438745798,83.76365220381042,19.16070153682897
4587,83.76432768469765,19.16070153682897,83.76432768469765,19.160793236190027
4588,83.76519616012408,19.160609837467913,83.76519616012408,19.16070153682897
4591,83.76442418196726,19.160426438745798,83.76432768469765,19.160609837467913
5000,83.26565848576513,19.476260383191985,83.26556202810582,19.476351870598258
5002,83.26614077406172,19.476351870598258,83.2660443164024,19.47644335800453
5003,83.26643014703967,19.473698735816352,83.26633368938036,19.4738817106289
437,82.25935034764524,27.552256942996742,82.25883890048733,27.55335102313684
438,82.25975950537156,27.550889342821613,82.25945263707682,27.551436382891666
439,82.25975950537156,27.55161872958168,82.25945263707682,27.552256942996742
573,82.26027095252948,27.5528951564118,82.2601686630979,27.553168676446827
574,82.26006637366632,27.553259849791836,82.26006637366632,27.55344219648185
576,82.26088468911897,27.55170990292669,82.26078239968739,27.551983422961715
1241,82.26436252979273,27.54742475571129,82.26405566149799,27.548062969126352
1243,82.26139613627687,27.55535683672703,82.26129384684529,27.555539183417046
1244,82.26047553139264,27.554992143346997,82.26047553139264,27.55517449003701
1246,82.2606801102558,27.55535683672703,82.26057782082422,27.555539183417046
1590,82.25781600617152,27.554262756586926,82.25771371673994,27.554445103276944
1592,82.26405566149799,27.55107168951163,82.26333963547692,27.552530463031765
1593,82.25648624356096,27.553259849791836,82.25607708583463,27.553989236551903
1594,82.26170300457161,27.54988643602652,82.26170300457161,27.550159956061545
1595,82.26661289728753,27.54687771564124,82.26651060785595,27.547242409021273
5413,76.5076660145265,25.297166139323526,76.5076660145265,25.29753131845967
5414,76.50756558463426,25.297166139323526,76.50746515474202,25.297440023675634
5415,76.50756558463426,25.297622613243707,76.50746515474202,25.297896497595815
4399,83.76992607456525,19.201050507001177,83.76982954651838,19.201325614680037
5024,83.77562122933057,19.21517270118267,83.77562122933057,19.21535610630191
5025,83.7755247012837,19.21526440374229,83.7755247012837,19.21544780886153
6428,87.85805801948736,25.51735273487853,87.85795787360355,25.517534482804926
6429,87.85835845713878,25.517443608841727,87.85835845713878,25.517625356768125
7212,87.86366618898055,25.5078109687426,87.86366618898055,25.508083590632197
7214,87.86386648074816,25.5074474728898,87.86386648074816,25.5077200947794
224,82.37055812208709,27.378142742227574,82.37045590990452,27.37832522322797
225,82.371273607365,27.379055147229565,82.37106918299988,27.379420109230363
227,82.37178466827778,27.377960261227173,82.37158024391267,27.37832522322797
719,82.364323178951,27.374766843720202,82.36422096676844,27.3750405652208
720,82.36943378807894,27.379785071231158,82.36943378807894,27.37996755223156
5287,76.90143979262734,25.28688641347068,76.90003015047711,25.287344080657807
6149,76.8765246757517,25.306340022933387,76.87632333246977,25.30652305825172
6150,76.87612198918782,25.30652305825172,76.87602131754686,25.306706093570053
6335,87.78608773306215,25.31045824143132,87.78588790503858,25.310639884413522
6342,87.76430647849347,25.303828272580976,87.76420656448168,25.30455484450978
6344,87.78833606412795,25.280439282337706,87.78833606412795,25.280620924805493
6345,87.76370699442276,25.303737451089873,87.76370699442276,25.30428238003648
7198,87.76620484471734,25.301921021267862,87.76620484471734,25.302284307232263
7199,87.76490596256416,25.30164855679456,87.76490596256416,25.30201184275896
7200,87.76580518867021,25.301557735303458,87.76580518867021,25.301921021267862
7227,87.77529701978959,25.307097846260596,87.77529701978959,25.3072794892428
7228,87.77469753571889,25.307097846260596,87.77469753571889,25.307370310733898
6762,87.74097239378253,25.58489652196693,87.74037160200683,25.58507813750651
6763,87.75008440238048,25.58389763649924,87.74998427041787,25.58453329088777
7042,87.75048493023094,25.58507813750651,87.75038479826833,25.585532176355457
7044,87.74557846406282,25.58435167534819,87.74547833210019,25.58462409865756
4823,83.06792471769556,19.058287975396663,83.06754033908211,19.058744856408023
6196,77.01909380897493,25.240904218301857,77.0185901462362,25.241270657593002
6197,77.01466157687416,25.239988120073992,77.01435937923092,25.240354559365137
6198,76.98804860899179,25.26259289327075,76.98804860899179,25.262684487444524
6199,77.01979893680914,25.239804900428418,77.01959747171365,25.239988120073992
6201,77.01949673916592,25.24136226741579,77.0189930764272,25.24163709688415
5453,76.90368119025015,24.61495444450517,76.90368119025015,24.61513748061497
5454,76.90117868542254,24.61513748061497,76.90117868542254,24.615320516724772
5455,76.90187938677427,24.61513748061497,76.90157908619496,24.615320516724772
5456,76.90207958716049,24.615869625054174,76.90207958716049,24.616144179218875
5751,76.90217968735358,24.615045962560067,76.90217968735358,24.61522899866987
6152,76.90278028851222,24.61541203477967,76.90278028851222,24.61550355283457
6153,76.90268018831911,24.61550355283457,76.90268018831911,24.615778106999272
6156,76.90268018831911,24.615869625054174,76.902580088126,24.616510251438477
578,82.37473065258891,27.53551391116705,82.37462826372058,27.535696437189277
1369,82.38846746470914,27.516698680116015,82.38836509835116,27.516881204781843
1951,81.61413400119324,27.45207899549877,81.6140323057286,27.45207899549877
1952,81.61433739212254,27.45235114732646,81.61413400119324,27.45289545098184
1953,81.61515095583971,27.451353257291597,81.61494756491041,27.451625409119288
2351,81.61484586944576,27.451171822739802,81.61464247851647,27.451534691843392
2352,81.61596451955687,27.454437644672083,81.61576112862758,27.454709796499774
2354,81.61576112862758,27.453802623740806,81.61545604223365,27.45425621012029
2355,81.61454078305182,27.455979838362325,81.61433739212254,27.45634270746591
2356,81.61474417398112,27.451716126395183,81.61454078305182,27.452169712774666
2624,81.61545604223365,27.452986168257738,81.61545604223365,27.453076885533633
2625,81.615354346769,27.45316760280953,81.61515095583971,27.45343975463722
507,82.25838633686867,27.56578947904856,82.25818171317273,27.566336522646274
508,82.25777246578086,27.567795305573508,82.25756784208492,27.56825117523827
509,82.25838633686867,27.566518870512176,82.25787477762883,27.567612957707603
510,82.25807940132476,27.566427696579225,82.2579770894768,27.566701218378082
948,82.26432042405081,27.579465568991388,82.26421811220284,27.579739090790248
1103,82.2579770894768,27.571806958623405,82.25787477762883,27.572171654355213
1104,82.26708284394594,27.5737216112154,82.26698053209797,27.57408630694721
1236,82.26063719752396,27.56661004444513,82.260534885676,27.56697474017694
1238,82.26779902688172,27.572354002221118,82.26779902688172,27.572627524019975
1239,82.26769671503375,27.572627524019975,82.26718515579391,27.5737216112154
1240,82.26043257382803,27.566792392311033,82.26022795013209,27.567157088042844
164,82.35332398431856,27.628373237805366,82.35322152507511,27.628738228842654
167,82.35424611750966,27.62773450349011,82.35404119902275,27.628099494527397
3205,81.74539320567605,27.355555092453194,81.74529149504608,27.35573670860867
3442,81.74396925685643,27.35519186014224,81.74376583559649,27.35573670860867
3444,81.74620689071583,27.356281557075096,81.74600346945589,27.356735597463786
3445,81.7444778100063,27.355373476297718,81.74417267811639,27.356009132841884
1990,81.59929605176661,27.374060870025804,81.59878800720554,27.374605170504783
2629,81.59756870025893,27.376510222181206,81.59746709134672,27.37687308916719
2630,81.59777191808337,27.37542162122325,81.59767030917115,27.375784488209234
1514,82.46877504624383,27.5334305302622,82.46877504624383,27.53370447779879
1515,82.49305133831831,27.510141288199254,82.49294889298233,27.510323955487596
3744,83.43572662244468,19.25801375327031,83.43563020966288,19.2583800109974
4146,83.4546651229222,19.234441301861395,83.4546651229222,19.234624427936808
4700,83.45485791806749,19.234075049710565,83.4546651229222,19.234349738823685
5177,83.45543630350338,19.23334254540891,83.45543630350338,19.233800360597446
5178,83.45505071321278,19.233525671484323,83.45495431564014,19.23398348667286
5260,83.45476152049484,19.233434108446616,83.45456872534955,19.233891923635152
5673,76.90342641390481,25.067305304278356,76.90342641390481,25.067579920645652
5674,76.90372791837117,25.065657606074595,76.90342641390481,25.066847610332868
5880,76.92788846804545,25.038706600033976,76.92778798685174,25.039072751033373
5882,76.92648173133355,25.037882760285335,76.92618028775243,25.038706600033976
6636,87.29703445953359,25.53659453276452,87.29683494450079,25.53695654175864
6637,87.29883009482877,25.53143590459833,87.29873033731238,25.53161690909539
6638,87.29723397456638,25.536232523770405,87.29713421704999,25.536504030515992
6852,87.28177155952449,25.538857088977764,87.28157204449168,25.539128595723355
6959,87.26476971208562,25.55293157725084,87.26476971208562,25.55320303263866
2693,81.48214614501116,27.75248322133588,81.48194239472745,27.752664472606426
3487,81.47124550483298,27.752664472606426,81.47093987940742,27.75302697514752
2707,81.58518631636976,27.811265703314607,81.58498231073037,27.81153780508708
2975,81.5835542712547,27.812172709222853,81.58335026561532,27.812444810995327
2976,81.5857983332879,27.810721499769663,81.58539032200913,27.811265703314607
2977,81.58549232482883,27.808181883226577,81.58518631636976,27.808544685589876
591,82.42934650447359,27.257363770101662,82.42934650447359,27.25754635047204
592,82.42863138798336,27.25672473880535,82.42842706898615,27.257089899546102
693,82.42638387901408,27.256633448620164,82.42628171951547,27.257089899546102
818,82.43496527689678,27.264940855472236,82.43496527689678,27.26512343584261
3813,83.55985450972122,19.38951967748847,83.55985450972122,19.389611305470417
3814,83.56014419454219,19.39061921327182,83.5600476329352,19.390894097217657
3815,83.55995107132821,19.389794561434307,83.55995107132821,19.3899778173982
3816,83.55975794811422,19.389794561434307,83.55966138650724,19.390527585289874
3818,83.56014419454219,19.39043595730793,83.5600476329352,19.39061921327182
4312,83.56526195971257,19.388695025650957,83.56516539810559,19.389153165560685
4314,83.56371697400076,19.395383868333006,83.56362041239377,19.395383868333006
4315,83.56352385078678,19.395017356405223,83.56352385078678,19.395200612369113
4316,83.5641997820357,19.395200612369113,83.56410322042872,19.39529224035106
4317,83.56391009721474,19.395200612369113,83.56391009721474,19.395383868333006
4455,83.55975794811422,19.394284332549656,83.55975794811422,19.394467588513546
4456,83.58353336780306,19.37135550881966,83.58343682161649,19.371630388341924
4804,83.56400665882173,19.397399683935813,83.56381353560775,19.39767456788165
6097,76.58735581847647,25.14463818859823,76.58715513684335,25.1451862114332
2772,81.5953048202041,27.233036685410642,81.59489890079881,27.233580981125545
2555,81.39334629733284,27.591417021252756,81.39324463732754,27.591507590747053
2557,81.3903981571791,27.588881075412505,81.39029649717381,27.5889716449068
2807,81.3897881971473,27.597666316359096,81.389686537142,27.59793802484198
3606,81.41501448005526,27.565226964948746,81.41501448005526,27.565317534457566
4138,83.61253694808445,19.66825890445744,83.61253694808445,19.66862557655231
4140,83.63635161810008,19.644965222813216,83.63635161810008,19.645331888872875
4345,83.62280582136138,19.65312354264063,83.62270906567039,19.65330687567046
4347,83.62309608843435,19.65330687567046,83.62299933274336,19.65330687567046
4348,83.62309608843435,19.653490208700287,83.62299933274336,19.653581875215203
5199,83.63664188517305,19.642490226910517,83.63664188517305,19.642673559940345
5202,83.63635161810008,19.642398560395602,83.63635161810008,19.642673559940345
6784,87.9882821344216,25.64231609073133,87.98818179743382,25.642588968278996
7300,87.99440269067523,25.625670560323673,87.99440269067523,25.625852478688785
7302,87.99410167971193,25.62576151950623,87.99329898380982,25.62639823378412
5498,77.0848078422947,25.281536940151675,77.0839007597057,25.28199515119669
5499,77.0848078422947,25.282270077823696,77.0848078422947,25.282453362241704
5754,77.0848078422947,25.27952081155361,77.0848078422947,25.28043723364364
5755,77.06100935429707,25.304457281287952,77.06100935429707,25.305007141414794
10,82.14587245184735,27.37020938767672,82.14577042005351,27.370391581969397
511,82.14628057902273,27.366747696115848,82.1459744836412,27.36729427899388
1435,82.15852439428382,27.357637981481975,82.15842236248997,27.357820175774656
1436,82.15913658504687,27.357182495750283,82.15903455325304,27.35736469004296
1437,82.15883048966535,27.357729078628317,82.1587284578715,27.35818456436001
1715,81.54677695376863,27.662013782054405,81.5464714031562,27.662195144707454
1716,81.54708250438107,27.662195144707454,81.54698065417692,27.662467188687025
1718,81.54891580805563,27.66382740858488,81.54840655703491,27.6642808152175
1849,81.55930452887814,27.66355536460531,81.55910082846985,27.663736727258357
1850,81.5666377435764,27.657298353075173,81.56653589337225,27.657479715728222
2141,81.55186946397575,27.667273298992782,81.55186946397575,27.667363980319305
2149,81.54993431009704,27.66409945256445,81.54983245989291,27.66437149654402
2771,81.5644988892894,27.663283320625737,81.56429518888112,27.66355536460531
2778,81.55706382438701,27.65602881450384,81.55696197418287,27.65621017715689
2779,81.55665642357044,27.65593813317732,81.55665642357044,27.656119495830364
2822,81.55360091744618,27.663283320625737,81.55339721703788,27.66355536460531
3460,81.5710173023545,27.657389034401696,81.57091545215037,27.657842441034315
3461,81.57071175174208,27.658295847666935,81.57071175174208,27.658386528993457
3529,81.54871210764733,27.6711725960333,81.5486102574432,27.671353958686346
3530,81.55207316438404,27.667273298992782,81.55207316438404,27.667454661645827
3553,81.54577140205828,27.681496375287356,81.54556765788017,27.681768419553983
3566,81.5659247921474,27.664643540523592,81.56561924153496,27.664915584503166
899,82.29365323072284,27.197712243848315,82.29324524885664,27.19825944343256
45,82.44747522364992,27.151430459295337,82.44727108785366,27.15179567593499
46,82.47034207560031,27.124216602935956,82.46993389255037,27.124855726956696
107,82.47156662475011,27.12403399607289,82.47126048746266,27.12449051323056
110,82.47044412136279,27.12467312009363,82.47034207560031,27.125038333819766
6476,87.86005515125684,25.588970493782703,87.8599549457512,25.58933399335958
6604,87.85504487597483,25.587334745686757,87.85484446496353,25.587970869946293
6741,87.85815124664967,25.589061368676923,87.85795083563839,25.58951574314802
6743,87.85744980811019,25.588788743994265,87.85714919159327,25.5894248682538
6931,87.85113686125484,25.588606994205826,87.85053562822101,25.589152243571142
6977,87.86456439901066,25.592241989974603,87.86406337148246,25.593059864022578
6978,87.86626789260654,25.59260548955148,87.86606748159527,25.593059864022578
4147,83.50369383764318,19.612115983788165,83.50369383764318,19.612207591564268
4149,83.50398383745697,19.61229919934037,83.50388717085238,19.612207591564268
4225,83.50427383727076,19.612848845996986,83.50427383727076,19.61294045377309
4226,83.50398383745697,19.612390807116473,83.50398383745697,19.612574022668678
4227,83.50417717066617,19.61294045377309,83.50408050406158,19.613123669325294
6103,76.24556778053699,25.21650042069277,76.24556778053699,25.216591551671243
6104,76.24556778053699,25.21668268264971,76.24556778053699,25.21695607558512
656,82.55304794681433,27.61459215277282,82.55284279593207,27.61514038675503
657,82.54361100623025,27.619983120264543,82.54340585534798,27.62062272657712
661,82.55150931519735,27.619343513951964,82.5513041643151,27.61970900327344
1124,82.54207237461328,27.609201185281098,82.54176464828988,27.609932163924043
1125,82.54586766593513,27.603353356137532,82.54586766593513,27.60353610079827
1576,82.54514963784722,27.60700824935226,82.54484191152383,27.60801334498631
1577,82.54555993961175,27.60709962168263,82.54535478872948,27.607830600325574
1578,82.5542788521079,27.613495684808402,82.5542788521079,27.61367842946914
1579,82.54586766593513,27.606734132361154,82.54586766593513,27.60700824935226
2367,81.45920862693889,27.831687709311254,81.45910670702479,27.831868923255136
2793,81.4509531138971,27.818277877463732,81.45034159441254,27.818821519295387
5713,77.26171524999658,25.30908691597918,77.26171524999658,25.30936217679545
